Name	Type	SQL
Новое обрудование	0	SELECT Имена_станций.NAME, Списки_агрегатов.[2025], Списки_агрегатов.[2027], Имена_станций.OES, [Станции(Схема)].YEAR, * | FROM (Списки_агрегатов INNER JOIN Имена_станций ON Списки_агрегатов.grcode = Имена_станций.NUMB) INNER JOIN [Станции(Схема)] ON Списки_агрегатов.grcode = [Станции(Схема)].NUMB1120 | WHERE (((Списки_агрегатов.[2025])=0 Or (Списки_агрегатов.[2025]) Is Null) AND ((Списки_агрегатов.[2027])>0) AND ((Имена_станций.OES)=2) AND (([Станции(Схема)].YEAR)=2025 Or ([Станции(Схема)].YEAR...
Новые части_Аня	0	SELECT Имена_станций.NAME, Имена_станций.R, [Станции(Схема)].NUMB1120, Имена_станций.MAIN | FROM [Станции(Схема)] LEFT JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | WHERE (((Имена_станций.R)=2) AND ((Имена_станций.MAIN)>0) AND (([Станции(Схема)].Year)=2022)) OR (((Имена_станций.R) Is Null) AND (([Станции(Схема)].Year)=2022)); | 
Новые_составные	0	SELECT Имена_станций.NAME, [NUST-перекрестный].[1999], [NUST-перекрестный].NUMB1120 | FROM [NUST-перекрестный] INNER JOIN Имена_станций ON [NUST-перекрестный].NUMB1120 = Имена_станций.NUMB | WHERE ((([NUST-перекрестный].[1999])=0 Or ([NUST-перекрестный].[1999]) Is Null) AND (([NUST-перекрестный].NUMB1120)<>875) AND ((z([2000])+z([2001])+z([2002])+z([2003])+z([2004])+z([2005])+z([2010])+z([2015])+z([2020]))>0) AND ((Имена_станций.COMP)=1)); | 
Новые-станции(запрос)	0	SELECT Имена_станций.NAME, [NUST-перекрестный].[1999] AS Выражение1, [NUST-перекрестный].NUMB1120, Имена_станций.MAIN | FROM [NUST-перекрестный] INNER JOIN Имена_станций ON [NUST-перекрестный].NUMB1120 = Имена_станций.NUMB | WHERE ((([NUST-перекрестный].[1999])=0 Or ([NUST-перекрестный].[1999]) Is Null) AND ((Имена_станций.MAIN)=0 Or (Имена_станций.MAIN) Is Null) AND ((z([2000])+z([2001])+z([2002])+z([2003])+z([2004])+z([2005])+z([2010])+z([2015])+z([2020]))>0)) | ORDER BY Имена_станций.ordnumb;...
Области(всего)	0	SELECT DISTINCTROW w.OES, w.YEAR, Sum(w.NUST) AS NUST, Sum(w.E) AS E, Sum(w.EOTP) AS EOTP, IIf([EOTP]>0,[EUST]/[EOTP]*1000,0) AS EURT, Sum(w.EUST) AS EUST, Sum(w.Q) AS Q, IIf([Q]>0,[TUST]/[Q]*1000,0) AS TURT, Sum(w.TUST) AS TUST, Sum(w.B) AS B, Sum(w.GAZ) AS GAZ, Sum(w.MAZUT) AS MAZUT, Sum(w.TORF) AS TORF, Sum(w.SLAN) AS SLAN, Sum(w.PROCH) AS PROCH, Sum(w.UGOL) AS UGOL, Sum(w.DON) AS DON, Sum(w.PODM) AS PODM, Sum(w.PECH) AS PECH, Sum(w.alt) AS ALT, Sum(w.KUZN) AS KUZN, Sum(w.URAL) AS URAL, Sum(w...
Области(Всего+по-вед)	0	SELECT DISTINCTROW First([Имена-итогов].NAME) AS NAME, [Рабочий(станции)].OBL, [Рабочий(станции)].OES, [Имена-итогов].NUMB1, [Рабочий(станции)].YEAR, Sum([Рабочий(станции)].NUST) AS NUST, Sum([Рабочий(станции)].E) AS E, Sum([Рабочий(станции)].EOTP) AS EOTP, IIf([EOTP]>0,[EUST]/[EOTP]*1000,0) AS EURT, Sum([Рабочий(станции)].EUST) AS EUST, Sum([Рабочий(станции)].Q) AS Q, IIf([Q]>0,[TUST]/[Q]*1000,0) AS TURT, Sum([Рабочий(станции)].TUST) AS TUST, Sum([Рабочий(станции)].B) AS B, Sum([Рабочий(станции...
Области(КЭС/ТЭЦ)	0	SELECT DISTINCTROW w.OES, w.YEAR, Sum(w.NUST) AS NUST, Sum(w.E) AS E, Sum(w.EOTP) AS EOTP, IIf([EOTP]>0,[EUST]/[EOTP]*1000,0) AS EURT, Sum(w.EUST) AS EUST, Sum(w.Q) AS Q, IIf([Q]>0,[TUST]/[Q]*1000,0) AS TURT, Sum(w.TUST) AS TUST, Sum(w.B) AS B, Sum(w.GAZ) AS GAZ, Sum(w.MAZUT) AS MAZUT, Sum(w.TORF) AS TORF, Sum(w.SLAN) AS SLAN, Sum(w.PROCH) AS PROCH, Sum(w.UGOL) AS UGOL, Sum(w.DON) AS DON, Sum(w.PODM) AS PODM, Sum(w.PECH) AS PECH, Sum(w.ALT) AS ALT, Sum(w.KUZN) AS KUZN, Sum(w.URAL) AS URAL, Sum(w...
Обновление Q в Станции(Схема) из ГС	48	UPDATE [Станции(Схема)] INNER JOIN [Станции(Схема)_ГС] ON ([Станции(Схема)].NUMB1120 = [Станции(Схема)_ГС].NUMB1120) AND ([Станции(Схема)].YEAR = [Станции(Схема)_ГС].YEAR) SET [Станции(Схема)].Q = [Станции(Схема)_ГС]![Q], [Станции(Схема)].QOTR = [Станции(Схема)_ГС]![QOTR] | WHERE ((([Станции(Схема)].YEAR)>2022)); | 
Обновление Q в Станции(Схема) из СТ1	48	UPDATE ([Тепло по ТЭС строки в столбцах] INNER JOIN [Станции(Схема)] ON [Тепло по ТЭС строки в столбцах].year = [Станции(Схема)].YEAR) INNER JOIN vartobase ON ([Тепло по ТЭС строки в столбцах].NUMB1120 = vartobase.link) AND ([Станции(Схема)].NUMB1120 = vartobase.NUMB1120) SET [Станции(Схема)].Q = [Тепло по ТЭС строки в столбцах]![Q] | WHERE ((([Тепло по ТЭС строки в столбцах]![Q])>0)); | 
Обновление доп_угли(Схема)_Аня	48	UPDATE ([Доп_угли(Схема)] AS D INNER JOIN Доп_угли2024 AS S ON (D.NUMB1120 = S.NUMB1120) AND (D.YEAR = S.YEAR)) INNER JOIN Имена_станций ON (D.NUMB1120 = Имена_станций.NUMB) AND (S.NUMB1120 = Имена_станций.NUMB) SET D.gazpp = S.gazpp, D.gaz_prir = S.gaz_prir, D.disel = S.disel, D.maztop = S.maztop, D.nft_proch = S.nft_proch, D.koks_g = S.koks_g, D.domen_g = S.domen_g, D.prochgaz = S.prochgaz, D.tvproch = S.tvproch, D.szh_gaz = S.szh_gaz, D.inoe = S.inoe, D.nazar = S.nazar, D.ibor = S.ibor, D.ber...
Обновление записей в станции(архив)_Аня	48	UPDATE [Станции(архив)] INNER JOIN Станции2017 ON ([Станции(архив)].numb1120 = Станции2017.NUMB1120) AND ([Станции(архив)].year = Станции2017.YEAR) SET [Станции(архив)].name = [Станции2017]![name], [Станции(архив)].nust = [Станции2017]![nust], [Станции(архив)].nr = [Станции2017]![nr], [Станции(архив)].E = [Станции2017]![e], [Станции(архив)].eotp = [Станции2017]![eotp], [Станции(архив)].eurt = [Станции2017]![eurt], [Станции(архив)].eust = [Станции2017]![eust], [Станции(архив)].Q = [Станции2017]![...
Обновление записей в Станции(Схема)_Аня	48	UPDATE [Станции(Схема)] AS D INNER JOIN Станции2024 AS S ON (D.NUMB1120 = S.NUMB1120) AND (D.YEAR = S.YEAR) SET D.NAME = [S]![name], D.NUST = [S]![nust], D.NR = [S]![nr], D.E = [S]![e], D.EOTP = [S]![eotp], D.EURT = [S]![eurt], D.EUST = [S]![eust], D.Q = [S]![Q], D.TURT = [S]![turt], D.TUST = [S]![tust], D.B = [S]![B], D.GAZ = [S]![gaz], D.ISK_GAZ = [S]![isk_gaz], D.MAZUT = [S]![mazut], D.TORF = [S]![torf], D.SLAN = [S]![slan], D.PROCH = [S]![proch], D.UGOL = [S]![ugol], D.DON = [S]![don], D.POD...
Обновление имен в Станции(Схема)_Аня	48	UPDATE Имена_станций INNER JOIN [Станции(Схема)] ON Имена_станций.NUMB = [Станции(Схема)].NUMB1120 SET [Станции(Схема)].NAME = [Имена_станций]![name] | WHERE ((([Станции(Схема)].YEAR)=2022)); | 
Обновление имен в Удельные(Схема)_Аня	48	UPDATE Имена_станций INNER JOIN [Удельные(Схема)] ON Имена_станций.NUMB = [Удельные(Схема)].numb1120 SET [Удельные(Схема)].name = [Имена_станций]![name]; | 
Обновление оборудования Удельные(Схема)_Аня	48	UPDATE [Удельные(Схема)] INNER JOIN Станции2021 ON ([Удельные(Схема)].numb1120 = Станции2021.NUMB1120) AND ([Удельные(Схема)].year = Станции2021.YEAR) SET [Удельные(Схема)].obor = [Станции2021]![OBOR] | WHERE ((([Удельные(Схема)].year)=2021)); | 
Обновление порядкового номера в Станциях_Аня	48	UPDATE ([Доп_угли(Схема)] INNER JOIN ([Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB) ON [Доп_угли(Схема)].NUMB1120 = Имена_станций.NUMB) INNER JOIN [Формулы_топлива(Схема)] ON Имена_станций.NUMB = [Формулы_топлива(Схема)].numb1120 SET [Станции(Схема)].numb1 = [Имена_станций]![ordnumb], [Доп_угли(Схема)].numb1 = [Имена_станций]![ordnumb], [Формулы_топлива(Схема)].numb1 = [Имена_станций]![ordnumb] | WHERE ((([Станции(Схема)].OES)=5)); | 
Обновление Станции(Схема) от ЛБ	48	UPDATE [Станции(Схема)] INNER JOIN [Станции(Схема)ЛБ] ON ([Станции(Схема)].YEAR = [Станции(Схема)ЛБ].YEAR) AND ([Станции(Схема)].NUMB1120 = [Станции(Схема)ЛБ].NUMB1120) SET [Станции(Схема)].E = [Станции(Схема)ЛБ].E, [Станции(Схема)].EOTP = [Станции(Схема)ЛБ].EOTP, [Станции(Схема)].EURT = [Станции(Схема)ЛБ].EURT, [Станции(Схема)].EUST = [Станции(Схема)ЛБ].EUST, [Станции(Схема)].Q = [Станции(Схема)ЛБ].Q, [Станции(Схема)].TURT = [Станции(Схема)ЛБ].TURT, [Станции(Схема)].TUST = [Станции(Схема)ЛБ].TU...
Обновление тепла в Станции(Схема)_Аня	48	UPDATE [Станции(Схема)] AS D INNER JOIN СибирьВосток AS S ON (D.YEAR = S.YEAR) AND (D.NUMB1120 = S.NUMB1120) SET D.NAME = [S]![name], D.Q = [S]![Q], D.TURT = [S]![turt], D.QOTR = [S]![qotr] | WHERE (((D.YEAR)>2020) AND ((D.OES)=3)) OR (((D.YEAR)>2020) AND ((D.OES)=4)); | 
Обновление Удельные(Схема)_Аня	48	UPDATE Удельные2024 INNER JOIN [Удельные(Схема)] ON (Удельные2024.NUMB1120 = [Удельные(Схема)].numb1120) AND (Удельные2024.YEAR = [Удельные(Схема)].year) SET [Удельные(Схема)].snk = [Удельные2024]![snk], [Удельные(Схема)].sntp = [Удельные2024]![sntp], [Удельные(Схема)].k = [Удельные2024]![k], [Удельные(Схема)].btp = [Удельные2024]![btp], [Удельные(Схема)].Bk = [Удельные2024]![bk], [Удельные(Схема)].y = [Удельные2024]![y], [Удельные(Схема)].name = [Удельные2024]![NAME]; | 
Обновление формул топлива	48	UPDATE ([Формулы_топлива(Схема)] INNER JOIN Формулы_топлива_отчёт ON [Формулы_топлива(Схема)].year = Формулы_топлива_отчёт.YEAR) INNER JOIN vartobase ON ([Формулы_топлива(Схема)].numb1120 = vartobase.NUMB1120) AND (Формулы_топлива_отчёт.NUMB1120 = vartobase.link) SET [Формулы_топлива(Схема)].formtxt = [Формулы_топлива_отчёт]![formtxt] | WHERE (((Формулы_топлива_отчёт.YEAR)=2024)); | 
Обновление_Q_в_СиПР_из_Генсемы_Аня	48	UPDATE [Станции(Схема)] INNER JOIN [Станции(Схема)_Генсхема] ON ([Станции(Схема)].YEAR = [Станции(Схема)_Генсхема].YEAR) AND ([Станции(Схема)].NUMB1120 = [Станции(Схема)_Генсхема].NUMB1120) SET [Станции(Схема)].Q = [Станции(Схема)_Генсхема]![Q], [Станции(Схема)].QOTR = [Станции(Схема)_Генсхема]![QOTR] | WHERE ((([Станции(Схема)].YEAR)>2014)); | 
Объединение тепла из эксель	80	SELECT t1.OES, t1.numb1120, t1.Year, t1.Q, t2.QOTR INTO [Тепло из эксель_для переноса] | FROM [Тепло из эксель_Q_строки в столбцы] AS t1 INNER JOIN [Тепло из эксель_QOTR_строки в столбцы] AS t2 ON (t1.year = t2.year) AND (t1.numb1120 = t2.numb1120) AND (t1.OES = t2.OES) | ORDER BY t1.numb1120, t1.Year; | 
Одна_ОЭС	0	SELECT Имена_ОЭС.name, Имена_ОЭС.oes | FROM Имена_ОЭС | WHERE (((Имена_ОЭС.oes)=[ОЭС])); | 
Отчетные удельные в базу	48	UPDATE ([Удельные(Схема)] INNER JOIN vartobase ON [Удельные(Схема)].numb1120 = vartobase.NUMB1120) INNER JOIN Удельные2017 ON vartobase.link = Удельные2017.NUMB1120 SET [Удельные(Схема)].[year] = [Удельные2017]![YEAR], [Удельные(Схема)].snk = [Удельные2017]![snk], [Удельные(Схема)].btp = [Удельные2017]![btp], [Удельные(Схема)].sntp = [Удельные2017]![sntp], [Удельные(Схема)].Bk = [Удельные2017]![bk], [Удельные(Схема)].y = [Удельные2017]![Y]; | 
Отчетный bk в Удельные	48	UPDATE [Удельные(Схема)] INNER JOIN Отчетный_bk ON [Удельные(Схема)].NUMB1120 = Отчетный_bk.NUMB1120 SET [Удельные(Схема)].snk = [Отчетный_bk]![snk], [Удельные(Схема)].btp = [Отчетный_bk]![btp], [Удельные(Схема)].sntp = [Отчетный_bk]![sntp], [Удельные(Схема)].Bk = [Отчетный_bk]![Bk], [Удельные(Схема)].y = [Отчетный_bk]![y] | WHERE ((([Удельные(Схема)].y)=0 Or ([Удельные(Схема)].y) Is Null) AND (([Удельные(Схема)].YEAR)=2020)); | 
